"Course number","Course title","Registration restrictions","Units","Type","Section","Session","Time","Days","Seats","Registered","Waitlist","Instructor","Room"
"CSCI-585","Database Systems","C","4.0 units","Lecture","30150D","048","5:00-6:50pm","Tue, Thu","240","4","0","Sathyanaraya Raghavachary","SGM124"
"","","","","Discussion","30049R","048","TBA","TBA","240","4","0","","OFFICE"
"","","","","Quiz","30371R","048","6:00-7:50pm","Friday","240","4","0","","TBA"
"","","","","Lecture","30149D","034","5:00-6:20pm","Tue, Thu","17","1","0","","DEN@Viterbi"
"","","","","Discussion","30153R","034","TBA","TBA","17","1","0","","DEN@Viterbi"
"","","","","Quiz","30157R","034","6:00-7:50pm","Friday","17","1","0","","DEN@Viterbi"
"CSCI-586","Database Systems Interoperability","P","3.0 units","Lecture","30309D","048","2:00-3:50pm","Mon, Wed","35","1","0","Dennis McLeod","ZHS352"
"CSCI-590","Directed Research","","1.0-12.0 units","Lecture","30162D","048","4:00-5:20pm","Tue, Thu","375","1","0","","SAL101, OHE136"
"","","","","Lecture","30272D","048","TBA","TBA","38","6","0","Jacqueline Chame","OFFICE"
"","","","","Lecture","30273D","048","TBA","TBA","40","1","0","William Cheng","OFFICE"
"","","","","Lecture","30274D","048","TBA","TBA","100","0","0","Ron Artstein","OFFICE"
"","","","","Lecture","30275D","048","TBA","TBA","50","3","0","George Edwards","OFFICE"
"","","","","Lecture","30276D","048","TBA","TBA","35","0","0","Dennis McLeod","OFFICE"
"","","","","Lecture","30388D","048","8:00-9:50am","Monday","62","0","0","","THH208"
"CSCI-591","Computer Science Research Colloquium","","1.0 units, max 2","Lecture","30076D","048","11:00-12:20pm","Tue, Thu","70","2","0","","OHE136, SAL101"
"CSCI-594a","Master's Thesis","","2.0 units","Lecture","30168D","048","TBA","TBA","25","0","0","","OFFICE"
"CSCI-594b","Master's Thesis","P","2.0 units","Lecture","30169D","048","TBA","TBA","25","1","0","","OFFICE"
"CSCI-594z","Master's Thesis","P","0.0 units","Lecture","30170D","048","TBA","TBA","25","0","0","","OFFICE"
"CSCI-598","Professional Writing and Communication for Computer Scientis","MC","1.0 unit","Lecture","30154D","048","12:00-12:50pm","Friday","250","1","0","Steve Bucher","SAL101"
"","","","","Lecture","30155D","048","2:00-2:50pm","Friday","250","1","0","Steve Bucher","SAL101"
"CSCI-599","Special Topics","","2.0-4.0 units, max 9"
"","Advanced Game Development","","4.0","Lecture","30057D","048","7:00-10:20pm","Wednesday","30","0","0","Khaled Abdel Rahman, Everett Arey",""
"","Content Detection and Analysis for Big Data","","4.0","Lecture","30058D","048","5:00-6:50pm","Tue, Thu","80","1","0","Christian Mattmann","SLH102"
"","Computational Complexity","","4.0","Lecture","30075D","048","10:00-11:50am","Mon, Wed","25","1","0","Ming-Deh Huang","KAP141"
"CSCI-685","Advanced Topics in Database Systems","P","4.0 units","Lecture","30316D","048","10:00-11:50am","Mon, Wed","35","8","0","Shahram Ghandeharizadeh","GFS116"
"CSCI-697","Seminar in Computer Science Research","MC","1.0 units, max 2","Lecture","30176D","048","12:00-12:50pm","Monday","100","6","0","Leana Golubchik","SAL101"
"CSCI-698","Practicum in Teaching Computer Science","MC","1.0 units, max 2","Lecture","30209D","048","1:00-1:50pm","Monday","150","3","0","Gaurav Sukhatme","THH202"
"CSCI-790","Research","","1.0-12.0 units","Lecture","30208D","048","TBA","TBA","150","16","0","","OFFICE"
"CSCI-794a","Doctoral Dissertation","C","2.0 units","Lecture","30214D","048","TBA","TBA","30","0","0","","OFFICE"
"CSCI-794b","Doctoral Dissertation","PC","2.0 units","Lecture","30215D","048","TBA","TBA","25","2","0","","OFFICE"
"CSCI-794c","Doctoral Dissertation","PC","2.0 units","Lecture","30216D","048","TBA","TBA","20","2","0","","OFFICE"
"CSCI-794d","Doctoral Dissertation","PC","2.0 units","Lecture","30217D","048","TBA","TBA","20","2","0","","OFFICE"
"CSCI-794z","Doctoral Dissertation","PC","0.0 units","Lecture","30218D","048","TBA","TBA","20","2","0","","OFFICE"
