"Course number","Course title","Registration restrictions","Units","Type","Section","Session","Time","Days","Seats","Registered","Waitlist","Instructor","Room"
"","","","","Lab","50397R","001","2:00-4:50pm","Friday","24","3","0","Gokhan Esirgen, Ryan Griffith","KAP B8"
"","","","","Lab","50398R","001","5:00-7:50pm","Tuesday","24","11","0","Gokhan Esirgen, Ryan Griffith","KAP B8"
"","","","","Lab","50399R","001","5:00-7:50pm","Thursday","24","8","0","Gokhan Esirgen, Ryan Griffith","KAP B8"
"","","","","Lab","50471R","001","5:00-7:50pm","Wednesday","24","0","0","Gokhan Esirgen, Ryan Griffith","KAP B8"
"PHYS-152L","Fundamentals of Physics II: Electricity and Magnetism","P","4.0 units","Quiz","50403R","001","5:00-6:20pm","Thursday","270","124","0","","TBA"
"","","","","Lecture","50400R","001","8:00-9:50am","Tue, Thu","91","26","0","Scott MacDonald","SLH100"
"","","","","Lecture","50404R","001","2:00-3:50pm","Tue, Thu","128","98","0","Jack Feinberg","SLH200"
"","","","","Lecture","50452D","001","10:00-11:50am","Tue, Thu","90","0","0","","SLH100"
"","","","","Quiz","50453D","001","TBA","TBA","90","0","0","","OFFICE"
"","","","","Lab","50406R","001","8:00-10:50am","Tuesday","12","9","0","Gokhan Esirgen, Ryan Griffith","KAP B5"
"","","","","Lab","50407R","001","8:00-10:50am","Wednesday","12","5","0","Gokhan Esirgen, Ryan Griffith","KAP B5"
"","","","","Lab","50408R","001","8:00-10:50am","Thursday","12","4","0","","KAP B5"
"","","","","Lab","50409R","001","8:00-10:50am","Friday","12","1","0","","KAP B5"
"","","","","Lab","50410R","001","11:00-1:50pm","Tuesday","12","12","0","","KAP B5"
"","","","","Lab","50411R","001","11:00-1:50pm","Wednesday","12","12","0","","KAP B5"
"","","","","Lab","50412R","001","11:00-1:50pm","Thursday","12","8","0","","KAP B5"
"","","","","Lab","50413R","001","11:00-1:50pm","Friday","12","9","0","","KAP B5"
"","","","","Lab","50414R","001","2:00-4:50pm","Tuesday","22","0","0","","KAP B5"
"","","","","Lab","50415R","001","2:00-4:50pm","Wednesday","12","12","0","","KAP B5"
"","","","","Lab","50416R","001","2:00-4:50pm","Thursday","22","0","0","","KAP B5"
"","","","","Lab","50417R","001","2:00-4:50pm","Friday","12","9","0","","KAP B5"
"","","","","Lab","50418R","001","5:00-7:50pm","Tuesday","22","22","0","","KAP B5"
"","","","","Lab","50419R","001","5:00-7:50pm","Wednesday","22","21","0","","KAP B5"
"PHYS-153L","Fundamentals of Physics III: Optics and Modern Physics","P","4.0 units","Quiz","50423R","001","5:00-6:20pm","Thursday","270","144","0","","TBA"
"","","","","Lecture","50420R","001","1:00-1:50pm","MWF","90","72","0","Scott MacDonald","SLH102"
"","","","","Lecture","50422R","001","4:00-4:50pm","MWF","128","73","0","Rajiv Kalia","SLH200"
"","","","","Lecture","50462D","001","12:00-1:50pm","Tue, Thu","90","7","0","Gene Bickers","SLH102"
"","","","","Quiz","50463D","001","TBA","Thursday","90","8","0","","OFFICE"
"","","","","Lab","50426R","001","8:00-10:50am","Tuesday","12","12","0","","KAP B29"
"","","","","Lab","50427R","001","8:00-10:50am","Wednesday","12","8","0","","KAP B29"
"","","","","Lab","50428R","001","8:00-10:50am","Thursday","12","10","0","","KAP B29"
"","","","","Lab","50429R","001","8:00-10:50am","Friday","12","4","0","","KAP B29"
"","","","","Lab","50430R","001","11:00-1:50pm","Tuesday","12","12","0","","KAP B29"
"","","","","Lab","50431R","001","11:00-1:50pm","Thursday","12","11","0","","KAP B29"
"","","","","Lab","50432R","001","11:00-1:50pm","Wednesday","12","12","0","","KAP B29"
"","","","","Lab","50433R","001","2:00-4:50pm","Tuesday","12","12","0","","KAP B29"
"","","","","Lab","50434R","001","2:00-4:50pm","Wednesday","12","12","0","","KAP B29"
"","","","","Lab","50435R","001","2:00-4:50pm","Thursday","12","12","0","","KAP B29"
"","","","","Lab","50436R","001","2:00-4:50pm","Friday","12","12","0","","KAP B29"
"","","","","Lab","50437R","001","5:00-7:50pm","Tuesday","12","12","0","","KAP B29"
"","","","","Lab","50438R","001","5:00-7:50pm","Wednesday","12","12","0","","KAP B29"
"","","","","Lab","50439R","001","11:00-1:50pm","Friday","12","11","0","","KAP B29"
"PHYS-161Lg","Advanced Principles of Physics I","P","4.0 units","Lecture","50440D","001","2:00-3:50pm","Tue, Thu","90","0","0","","SLH102"
"","","","","Quiz","50441D","001","TBA","TBA","90","0","0","","OFFICE"
"PHYS-162L","Advanced Principles of Physics II","P","4.0 units","Lecture","50450D","001","10:00-11:50am","Tue, Thu","90","0","0","","SLH100"
"","","","","Quiz","50451D","001","TBA","TBA","90","0","0","","OFFICE"
"PHYS-163L","Advanced Principles of Physics III","P","4.0 units","Lecture","50460D","001","12:00-1:50pm","Tue, Thu","90","0","0","","SLH102"
"","","","","Quiz","50461D","001","TBA","Thursday","90","0","0","","OFFICE"
"PHYS-190","Physics Discovery Series","","1.0 unit","Lecture","50470D","001","TBA","TBA","1","1","0","","OFFICE"
"PHYS-200Lxg","The Physics and Technology of Energy","","4.0 units","Lecture","50480R","001","9:30-10:50am","Tue, Thu","32","9","0","Hans Bozler","GFS207"
"","","","","Lab","50482R","001","4:00-5:50pm","Tuesday","16","7","0","","SGM300"
"","","","","Lab","50483R","001","4:00-5:50pm","Thursday","16","2","0","","SGM300"
"","","","","Lecture","50490R","001","11:00-11:50am","MWF","16","3","0","William Wagner","KAP147"
"","","","","Lab","50492R","001","12:00-1:50pm","Friday","16","3","0","","SGM300"
"PHYS-316","Thermodynamics and Statistical Mechanics","P","4.0 units","Lecture","50502R","001","9:00-9:50am","MWF","26","7","0","Krzysztof Pilch","KAP134"
"PHYS-408b","Electricity and Magnetism","P","4.0 units","Lecture","50508R","001","10:00-11:50am","Tue, Thu","24","9","0","Vitaly Kresin","KAP137"
"PHYS-430","General Relativity and Gravitation","P","4.0 units","Lecture","50513R","001","10:00-11:50am","Wed, Fri","24","11","0","Clifford Johnson","VHE210"
"PHYS-438a","Introduction to Quantum Mechanics and its Applications","P","4.0 units","Lecture","50510R","001","8:00-9:50am","Tue, Thu","26","12","0","Gerd Bergmann","KAP137"
"PHYS-490x","Directed Research","C","1.0-8.0 units, max 12","Lecture-Lab","50516D","001","TBA","TBA","20","0","0","","OFFICE"
"PHYS-493L","Advanced Experimental Techniques","P","4.0 units","Lecture","50522D","001","1:00-1:50pm","Mon, Wed","20","0","0","Jack Feinberg","SGM226"
"","","","","Lab","50523D","001","2:00-3:50pm","Mon, Wed","20","0","0","Jack Feinberg","SGM201"
"PHYS-495","Senior Project","","2.0 units","Lecture-Lab","50526D","001","TBA","TBA","24","0","0","","OFFICE"
"PHYS-500","Graduate Colloquium","","1.0 units, max 4","Lecture","50600R","001","4:00-5:30pm","Monday","90","3","0","","SLH102"
"PHYS-508a","Advanced Electricity and Magnetism","","3.0 units","Lecture","50606R","001","2:00-3:20pm","MWF","24","4","0","Robin Shakeshaft","KAP137"
"PHYS-516","Methods of Computational Physics","","3.0 units","Lecture","50614R","001","9:00-9:50am","MWF","24","8","0","Aiichiro Nakano","KAP138"
"PHYS-558a","Quantum Mechanics","","3.0 units","Lecture","50626R","001","12:00-1:50pm","Tue, Thu","24","4","0","Itzhak Bars","KAP137"
"PHYS-590","Directed Research","","1.0-12.0 units","Lecture-Lab","50632D","001","TBA","TBA","40","1","0","","OFFICE"
"PHYS-594a","Master's Thesis","","2.0 units","Lecture-Lab","50634D","001","TBA","TBA","20","0","0","Stephan Haas","OFFICE"
"PHYS-594b","Master's Thesis","P","2.0 units","Lecture-Lab","50637D","001","TBA","TBA","24","0","0","Stephan Haas","OFFICE"
"PHYS-594z","Master's Thesis","P","0.0 units","Lecture","50638D","001","TBA","TBA","24","0","0","Stephan Haas","OFFICE"
"PHYS-650","Topics in Current Research","","2.0 units","Lecture","50642R","001","12:00-1:50pm","Mon, Wed","12","0","0","William Wagner","OFFICE"
"PHYS-660","Quantum Information Science and Many-Body Physics","P","3.0 units","Lecture","50643R","001","8:00-9:50am","Tue, Thu","12","0","0","",""
"PHYS-692","Internship","M","3.0-6.0 units, max 6","Lecture","50656D","001","TBA","TBA","24","0","0","","OFFICE"
"PHYS-720","Selected Topics in Theoretical Physics","","3.0 units, max 6","Lecture","50661R","584","3:30-6:20pm","Tue, Thu","10","3","0","Hubert Saleur","SOS B43"
"PHYS-750o","Off Campus Studies","","3.0 units, max 9","Lecture","08775D","001","TBA","TBA","12","0","0","","OFFICE"
"PHYS-790","Research","","1.0-12.0 units","Lecture-Lab","50668D","001","TBA","TBA","24","0","0","","OFFICE"
"PHYS-794a","Doctoral Dissertation","","2.0 units","Lecture-Lab","50670D","001","TBA","TBA","24","0","0","Stephan Haas","OFFICE"
"PHYS-794b","Doctoral Dissertation","P","2.0 units","Lecture-Lab","50672D","001","TBA","TBA","12","0","0","Stephan Haas","OFFICE"
"PHYS-794c","Doctoral Dissertation","P","2.0 units","Lecture-Lab","50674D","001","TBA","TBA","12","0","0","Stephan Haas","OFFICE"
"PHYS-794d","Doctoral Dissertation","P","2.0 units","Lecture-Lab","50676D","001","TBA","TBA","12","0","0","Stephan Haas","OFFICE"
"PHYS-794z","Doctoral Dissertation","P","0.0 units","Lecture","50678D","001","TBA","TBA","24","0","0","Stephan Haas","OFFICE"
