"Course number","Course title","Registration restrictions","Units","Type","Section","Session","Time","Days","Seats","Registered","Waitlist","Instructor","Room"
"LAW-697","Foreign Relations and National Security Law","M","2.0-4.0 units","Lecture","03368R","941","2:00-3:15pm","Mon, Wed","30","16","0","Edwin Smith","LAW2"
"LAW-701","Child Interviewing Seminar","M","1.0-4.0 units","Lecture","03374D","941","10:00-11:50am","Friday","8","4","0","Tom Lyon","LAW107"
"LAW-703a","Children's Legal Issues","M","1.0-4.0 units","Lecture","03381R","941","4:00-6:30pm","Monday","5","2","0","Karen Ullman","LAW107"
"LAW-705","Community Property","M","1.0-3.0 units","Lecture","03385R","941","2:00-3:50pm","Thursday","75","70","0","John Heilman","LAW3"
"LAW-707","Global Health, Law and Human Rights","","1.0-3.0 units","Lecture","03387R","941","5:00-7:20pm","Monday","15","13","0","Sofia Gruskin","LAW114"
"LAW-709","Contract Drafting and Negotiation","M","2.0-4.0 units","Lecture","03389D","941","6:00-7:50pm","Monday","16","16","0","Craig Cooper","LAW130"
"LAW-710","Contract Drafting and Strategy","M","2.0-3.0 units","Lecture","03391D","445",":-:am","TBA","20","19","0","Michael Roster",", OFFICE"
"LAW-711","Access to Justice Practicum","M","2.0-4.0 units","Lecture","03393R","941",":-:am","TBA","4","4","0","Clare Pastore",", OFFICE"
"LAW-713","International Human Rights","M","2.0-4.0 units","Lecture","03395R","941","8:00-10:30am","Monday","25","7","0","Sofia Gruskin","LAW12"
"LAW-717","Estate Planning","M","3.0 units","Lecture","03405R","941","4:00-6:50pm","Wednesday","15","12","0","David Lane, Andy Katzenstein","LAW12"
"LAW-719","Corporate Finance","M","2.0-4.0 units","Lecture","03407R","941","7:00-8:50pm","Monday","40","30","0","Peter Massumi","LAW101"
"LAW-722","Litigating Land Use Cases","M","2.0 units","Lecture","03410R","941","10:00-11:50am","Monday","22","12","0","Michael Berger","LAW114"
"LAW-727","Partnerships and Limited Liability Companies","M","2.0-4.0 units","Lecture","03421R","941","2:00-2:50pm","Tue, Thu","55","31","0","Michael Chasalow","LAW103"
"LAW-733","Corporate Reorganization","M","2.0-3.0 units","Lecture","03431R","941","6:00-7:15pm","Tue, Thu","30","6","0","Stephan Ray","LAW130"
"LAW-734","Local Government Law","M","3.0-4.0 units","Lecture","03372R","941","2:00-4:30pm","Thursday","16","11","0","Michael Jenkins","LAW106"
"LAW-736","Small Business Clinic I","M","2.0-4.0 units","Lecture","03434D","941","10:00-11:50am","Monday","8","5","0","Michael Chasalow","LAW107"
"LAW-746","Critical Race Theory","M","2.0-4.0 units","Lecture","03444R","941","2:00-3:15pm","Tue, Thu","15","5","0","Daria Roithmayr","LAW118"
"LAW-749","Securities Regulation","M","2.0-4.0 units","Lecture","03448R","941","6:00-7:50pm","Tue, Thu","50","29","0","Thomas Zaccaro","LAW3"
"LAW-753","Antitrust Law I","M","3.0-4.0 units","Lecture","03454R","941","10:00-11:15am","Mon, Wed","50","21","0","Jonathan Barnett","LAW3"
"LAW-756","Law Firms and In-House Law Departments","M","3.0 units","Lecture","03457R","941","8:30-9:45am","Mon, Wed","20","6","0","Bryant Danner","LAW118"
"LAW-760b","Interdisciplinary Law Journal Staff","PM","1.0-2.0 units","Lecture","03462D","941",":-:am","TBA","31","31","0","Camille Rich",", OFFICE"
"LAW-761","Interdisciplinary Law Journal Writing","M","1.0-4.0 units, max 4","Lecture","03925D","941","TBA","TBA","1","1","0","Susan Estrich","OFFICE"
"","","","","Lecture","03926D","941",":-:am","TBA","1","1","0","Barbara Reeves-Neal",", OFFICE"
"","","","","Lecture","03927D","941",":-:am","TBA","1","1","0","Ed Mc Caffery",", OFFICE"
"","","","","Lecture","03928D","941",":-:am","TBA","1","1","0","Abby Wood",", OFFICE"
