"Course number","Course title","Registration restrictions","Units","Type","Section","Session","Time","Days","Seats","Registered","Waitlist","Instructor","Room"
"","","","","Lecture","30755D","034","10:00-11:50am","Mon, Wed","25","3","0","Alexander Sawchuk","DEN@Viterbi"
"","","","","Discussion","30479R","048","8:00-8:50am","Friday","35","34","0","","OHE122"
"","","","","Discussion","30761D","034","8:00-8:50am","Friday","25","3","0","","DEN@Viterbi"
"","","","","Lecture","30984R","048","3:00-5:50pm","Friday","50","14","0","","MHP105"
"","","","","Discussion","30983R","048","3:00-3:50pm","Wednesday","50","14","0","","SOS B44"
"EE-504L","Solid State Processing and Integrated Circuits Laboratory","C","3.0 units","Lecture","30635R","048","5:00-6:20pm","Mon, Wed","33","20","0","Kian Kaviani","KAP147"
"","","","","Lab","30637R","048","9:00-11:50am","Tuesday","5","2","0","","VHE102"
"","","","","Lab","30639R","048","12:30-3:20pm","Monday","5","2","0","","VHE102"
"","","","","Lab","30640R","048","9:00-11:50am","Friday","6","4","0","","VHE102"
"","","","","Lab","30641R","048","12:30-3:20pm","Wednesday","5","5","0","","VHE102"
"","","","","Lab","30642R","048","6:30-8:20pm","Wednesday","6","2","0","","VHE102"
"","","","","Lab","30643R","048","6:00-8:50pm","Thursday","5","5","0","","VHE102"
"","","","","Lab","30644D","048","6:30-8:20pm","Monday","1","0","0","","VHE102"
"EE-507","Micro- and Nano-Fabrication Technology","","3.0 units","Lecture","30580R","048","2:00-3:20pm","Mon, Wed","70","13","0","Wei Wu","ZHS252"
"EE-511","Simulation Methods for Stochastic Systems","","1.0 unit","Lecture","30553D","048","6:00-6:50pm","Friday","40","40","0","Osonde Osoba","KAP140"
"EE-512","Stochastic Processes","P","3.0 units","Lecture","30769D","034","12:30-1:50pm","Tue, Thu","20","2","0","Rahul Jain","DEN@Viterbi"
"","","","","Lecture","30893R","048","12:30-1:50pm","Tue, Thu","48","4","0","Rahul Jain","RTH105"
"","","","","Discussion","30873R","034","12:00-12:50pm","Friday","20","2","0","","DEN@Viterbi"
"","","","","Discussion","30894R","048","12:00-12:50pm","Friday","55","4","0","","OHE132"
"EE-513","Solid State Energy Devices","","3.0 units","Lecture","30899R","048","11:00-12:20pm","Tue, Thu","30","1","0","Paul Dapkus","VHE210"
"EE-514","Quantum Error Correction","","3.0 units","Lecture","30666R","048","3:30-4:50pm","Mon, Wed","25","0","0","Daniel Lidar","SOSB47"
"","","","","Lecture","30666R","048","3:30-4:50pm","Mon, Wed","25","0","0","Daniel Lidar","SOSB47"
"","","","","Lecture","30666R","048","3:30-4:50pm","Mon, Wed","25","0","0","Daniel Lidar","SOSB47"
"EE-515","High Voltage Technology","","3.0 units","Lecture","30638R","048","8:30-9:50am","Mon, Wed","20","4","0","Martin Gundersen","KAP164"
"EE-517","Statistics for Engineers","","3.0 units","Lecture","30812D","034","2:00-4:50pm","Friday","10","1","0","Brandon Franzke","DEN@Viterbi"
"","","","","Discussion","30814R","034","5:00-5:50pm","Wednesday","10","1","0","","DEN@Viterbi"
"","","","","Lecture","30707D","048","2:00-4:50pm","Friday","30","30","0","Brandon Franzke","OHE100B"
"","","","","Discussion","30575R","048","5:00-5:50pm","Wednesday","30","30","0","","RTH109"
"EE-518","Mathematics and Tools for Financial Engineering","","4.0 units","Lecture","30518D","034","12:30-1:50pm","Mon, Wed","20","2","0","Saeid Jafari","DEN@Viterbi"
"","","","","Discussion","30517R","034","5:00-5:50pm","Tuesday","20","3","0","","DEN@Viterbi"
"","","","","Lecture","30970R","048","12:30-1:50pm","Mon, Wed","40","9","0","Saeid Jafari","OHE136"
"","","","","Discussion","30969R","048","5:00-5:50pm","Tuesday","40","8","0","","OHE132"
"EE-521","Power Systems Analysis and Design","P","3.0 units","Lecture","30689R","048","6:40-9:20pm","Monday","40","22","0","Mohammed Beshir","OHE100C"
"","","","","Lecture","30650D","034","6:40-9:20pm","Monday","20","2","0","Mohammed Beshir","DEN@Viterbi"
"EE-523","Advanced Biomedical Imaging","PC","3.0 units","Lecture","29295D","034","11:00-12:20pm","Tue, Thu","20","1","0","Brent Liu","DEN@Viterbi"
"","","","","Lecture","29300D","048","11:00-12:20pm","Tue, Thu","30","4","0","Brent Liu","OHE120"
"EE-524","Transients in Power Systems","P","3.0 units","Lecture","30691R","048","6:40-9:20pm","Tuesday","50","16","0","Syed Ahmed","OHE122"
"","","","","Lecture","30693D","034","6:40-9:20pm","Tuesday","20","2","0","Syed Ahmed","DEN@Viterbi"
"EE-526","Renewable Energy in Power Systems","","3.0 units","Lecture","30854R","048","6:40-9:20pm","Wednesday","50","24","0","Mohammed Beshir","OHE100D"
"","","","","Lecture","31221D","034","6:40-9:20pm","Wednesday","20","3","0","Mohammed Beshir","DEN@Viterbi"
"EE-527","Net-Centric Power-System Control","","3.0 units","Lecture","30888R","048","5:00-6:20pm","Tue, Thu","40","7","0","Edmond Jonckheere","RTH115"
"","","","","Lecture","31222D","034","5:00-6:20pm","Tue, Thu","20","1","0","Edmond Jonckheere","DEN@Viterbi"
"EE-532","Wireless Internet and Pervasive Computing","P","3.0 units","Lecture","31277R","048","2:00-3:20pm","Mon, Wed","50","33","0","Kai Hwang","OFFICE"
"EE-533","Network Processor Design and Programming","P","3.0 units","Lecture","30964D","048","12:30-1:50pm","Tue, Thu","76","76","0","Young Cho","ZHS352"
"EE-535","Mobile Communications","P","3.0 units","Lecture","30688D","034","3:30-4:50pm","Mon, Wed","20","3","0","Andreas Molisch","DEN@Viterbi"
"","","","","Discussion","30664R","034","8:30-9:20am","Wednesday","20","3","0","","DEN@Viterbi"
"","","","","Lecture","30686R","048","3:30-4:50pm","Mon, Wed","40","29","0","Andreas Molisch","OHE100C"
"","","","","Discussion","30684R","048","8:30-9:20am","Wednesday","40","29","0","","OHE120"
"EE-536b","Mixed-Signal Integrated Circuit Design","P","4.0 units","Lecture","31110D","034","5:00-6:20pm","Tue, Thu","20","0","0","Shuo-Wei Chen","DEN@Viterbi"
"","","","","Lecture","30668R","048","5:00-6:20pm","Tue, Thu","40","9","0","Shuo-Wei Chen","RTH109"
"","","","","Discussion","30669R","048","TBA","TBA","40","8","0","","OFFICE"
"EE-540","Introduction to Quantum Electronics","P","3.0 units","Lecture","30685R","048","2:00-3:20pm","Mon, Wed","20","0","0","Robert Hellwarth","GFS204"
"EE-543a","Digital Control Systems","P","3.0 units","Lecture","30692D","034","12:30-1:50pm","Tue, Thu","30","2","0","Fariba Ariaei","DEN@Viterbi"
"","","","","Lecture","30694R","048","12:30-1:50pm","Tue, Thu","40","5","0","Fariba Ariaei","OHE100D"
"EE-544","Radio Frequency Systems and Hardware","P","3.0 units","Lecture","30654D","034","3:30-4:50pm","Tue, Thu","35","3","0","Ali Zahid","DEN@Viterbi"
"","","","","Discussion","30657R","034","1:00-1:50pm","Friday","35","3","0","","DEN@Viterbi"
"","","","","Lecture","30655R","048","3:30-4:50pm","Tue, Thu","50","9","0","Ali Zahid","OHE132"
"","","","","Discussion","30656R","048","1:00-1:50pm","Friday","40","9","0","","OHE122"
"EE-545","Robotics","","4.0 units","Lecture","30323D","048","9:30-10:50am","Mon, Wed","50","3","0","Stefan Schaal","HNB100"
"","","","","Lecture","30398D","048","8:00-9:20am","Mon, Wed","50","2","0","Stefan Schaal","SSL150"
"","","","","Lab","30064R","048","4:00-6:00pm","Friday","100","5","0","","TBA"
"EE-550","Design and Analysis of Computer Communication Networks","P","3.0 units","Lecture","30660D","034","2:00-3:20pm","Tue, Thu","20","0","0","Michael Neely","DEN@Viterbi"
"","","","","Lecture","30948R","048","2:00-3:20pm","Tue, Thu","40","35","0","Michael Neely","OHE100B"
"EE-552","Asynchronous VLSI Design","PC","3.0 units","Lecture","30702D","048","11:00-12:20pm","Tue, Thu","56","56","0","Peter Beerel","OHE100D"
"","","","","Discussion","30703R","048","12:00-12:50pm","Friday","56","56","0","","OHE100D"
